Id da Instala��o;Id do Equipamento;Nome;Id Tipo de Equipamento;Tipo de Rede;Agente Propriet�rio;N�mero da Outorga;Capacidade CPST Longa sem Limita��o (A);Capacidade CPST Curta sem Limita��o (A);Capacidade CPST Longa com Limita��o (A);Capacidade CPST Curta com Limita��o (A);Fator Limitante de Longa;Fator Limitante de Curta;Resist�ncia (%);Reat�ncia Fixa (%);Suscept�ncia Shunt (MVAr);Comprimento (Km);Tipo do Cabo P�ra-raio;Tens�o;Data de Necessidade do SIN;Data Entrada;Data Prevista
RNPRS ;RNPRS-2NTD-2        ;LT  230 kV PARAISO              / NATAL II             C N1 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;939/07    ;631;795;631;795;;;1.80;9.18;17;97;;230;31/12/2007;19/12/2009;13/12/2009
PIPIC ;PIPIC-2TAA-1CE      ;LT  230 kV PICOS                / TAUA II              C M3 PI/CE       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;003/2006  ;628;747;628;747;;;3.23;17.31;32;183;1;230;31/07/2006;01/02/2013;31/01/2013
BABDD ;BABDD-2ICA-1        ;LT  230 kV BRUMADO II           / IBICOARA             C F5 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;003/2006  ;753;934;753;934;;;1.41;9.19;16;105;1;230;30/06/2005;31/03/2012;31/03/2012
RNPRS ;RNPRS-2ACD-2        ;LT  230 kV PARAISO              / ACU II               C L4 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;003/2006  ;753;896;753;896;;;2.43;12.53;23;135;1;230;31/12/2007;23/09/2010;30/09/2010
PEMID ;PEMID-2PFE-2        ;LT  230 kV MIRUEIRA II          / PAU FERRO            C F5 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;3677/12   ;1262;1590;1262;1590;;;0.22;1.50;6;23;;230;31/08/2011;20/05/2019;01/12/2019
BABRD ;BABRD-2TBV-1        ;LT  230 kV BARREIRAS II         / TABOCAS BRJ VLH      C V1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;1.75;9.31;16;96;;230;;26/05/2019;31/12/2019
BABJS ;BABJS-2TBV-1        ;LT  230 kV B.JESUS LAPA         / TABOCAS BRJ VLH      C L1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;2.25;11.59;22;124;;230;;29/05/2019;31/12/2019
PICNP ;PICNP-2SBA-1        ;LT  230 kV CURRAL PIAUI II      / SAO BASILIO          C L4 PI          ;LTR;COMPLEMENTAR   ;Central Eólica Brite Ltda                                      ;;;;;;;;0.55;5.55;23;87;;230;;05/07/2016;01/04/2016
PICNP ;PICNP-2SBA-2        ;LT  230 kV CURRAL PIAUI II      / SAO BASILIO          C L5 PI          ;LTR;COMPLEMENTAR   ;Central Eólica Brite Ltda                                      ;;;;;;;;0.55;5.55;23;87;;230;;05/07/2016;01/04/2016
BAALC1;BAALC-2TBD-Z2       ;LT  230 kV ALCAÇUZ              / TAMBORIL II          C Z2 BA          ;LTR;COMPLEMENTAR   ;CENTRAIS EÓLICAS ALCAÇUZ S.A.                                  ;;;;;;;;;;;9;;230;;;01/07/2016
BAALC1;BAALC-2BOT-Z1       ;LT  230 kV ALCAÇUZ              / BOTUQUARA            C Z1 BA          ;LTR;COMPLEMENTAR   ;Centrais Elétricas Botuquara Ltda.                             ;;;;;;;;;;;37;;230;;;01/01/2017
BADFN ;BADFN-2JZD-1        ;LT  230 kV DELFINA              / JUAZEIRO II          C P1 BA          ;LTR;COMPLEMENTAR   ;ENEL GREEN POWER DELFINA A EÓLICA S.A.                         ;;;;;;;;0.96;8.18;16;90;;230;;31/10/2017;01/10/2017
BAPTU ;BAPTU-2NRD-2        ;LT  230 kV PITUACU              / NARANDIBA            C L6 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2025/09   ;1262;1590;1262;1590;;;0.03;0.24;1;6;;230;31/07/2006;21/08/2011;31/08/2011
BAPTU ;BAPTU-2NRD-1        ;LT  230 kV PITUACU              / NARANDIBA            C L5 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2025/09   ;1262;1590;1262;1590;;;0.03;0.24;1;6;;230;31/07/2006;06/06/2011;30/06/2011
PIRGO ;PIRGO-5SJI-1        ;LT  500 kV RIB.GONCALVES        / S.JOAO PIAUI         C L4 PI          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;002/2004  ;2300;2300;2300;2300;;;0.26;3.68;541;353;2;500;30/09/2006;11/12/2006;10/12/2006
BASTJ ;BASTJ-2FNL-2        ;LT  230 kV STO.A.JESUS          / FUNIL                C L3 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;1312/08   ;631;795;631;795;;;2.97;15.21;29;163;;230;31/05/2005;04/12/2011;03/12/2011
BASPU ;BASPU-2STJ-2        ;LT  230 kV SAPEACU              / STO.A.JESUS          C F3 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;1312/08   ;880;880;880;880;;;0.59;2.99;6;32;;230;31/05/2005;05/12/2011;03/12/2011
CEICO ;CEICO-2MLG-1        ;LT  230 kV ICO                  / MILAGRES             C M2 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;1312/08   ;810;810;810;810;;;1.70;7.22;25;103;;230;30/06/2004;12/11/2012;01/12/2012
CEDMG ;CEDMG-2FZD-2        ;LT  230 kV DELM. GOUVEIA        / FORTALEZA II         C F5 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;77;503;790;503;790;;;0.07;0.50;2;7;;230;30/06/2004;09/03/2006;09/03/2006
CEDMG ;CEDMG-2FZD-1        ;LT  230 kV DELM. GOUVEIA        / FORTALEZA II         C F4 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;77;503;790;503;790;;;0.07;0.50;2;7;;230;30/06/2004;13/02/2006;28/02/2006
BAUSB ;BAUSB-5SJI-2PI      ;LT  500 kV U.SOBRADINHO         / S.JOAO PIAUI         C C2 BA/PI       ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;002/2004  ;2300;2300;2300;2300;;;0.15;2.27;328;210;2;500;30/09/2006;11/12/2006;10/12/2006
CEUSCJ;CEUSCJ2CPE-2        ;LT  230 kV UT.TERMOCEARA        / CAUIPE               C S5 CE          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.02;0;0;;230;;07/07/2002;
CEUSCJ;CEUSCJ2CPE-1        ;LT  230 kV UT.TERMOCEARA        / CAUIPE               C S6 CE          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.02;0;0;;230;;07/07/2002;
BAUAS ;BAUAS-2PAF-1        ;LT  230 kV APOLONIO SALES       / P.AFONSO III         C M1 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.11;0.58;1;6;;230;;31/12/1990;
BAUAS ;BAUAS-2PAF-2        ;LT  230 kV APOLONIO SALES       / P.AFONSO III         C M2 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.11;0.58;1;6;;230;;31/12/1990;
BAPAF ;BAPAF-2USD-2        ;LT  230 kV P.AFONSO III         / P. AFONSO II         C J3 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;0.10;0.10;0;1;;230;;31/12/1990;
BAPAF ;BAPAF-2USD-1        ;LT  230 kV P.AFONSO III         / P. AFONSO II         C J2 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;0.10;0.10;0;1;;230;;31/12/1990;
BAPAQ ;BAPAQ-2PAF-2        ;LT  230 kV P. AFONSO IV_SE      / P.AFONSO III         C T8 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;2524;3180;1200;1200;CH;CH;0.01;0.07;0;1;;230;;31/12/1990;
BAPAQ ;BAPAQ-2PAF-1        ;LT  230 kV P. AFONSO IV_SE      / P.AFONSO III         C T7 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;2524;3180;1200;1200;CH;CH;0.01;0.08;0;1;;230;;31/12/1990;
PBCGD ;PBCGD-2PRS-1RN      ;LT  230 kV C.GRANDE II          / PARAISO              C V2 PB/RN       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;402;631;795;631;795;;;2.16;11.06;21;118;;230;31/03/2003;10/02/2004;31/01/2004
RNPRS ;RNPRS-2NTD-1        ;LT  230 kV PARAISO              / NATAL II             C N2 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;402;631;795;631;795;;;1.80;9.17;17;97;;230;31/03/2003;10/02/2004;31/01/2004
CEMLG ;CEMLG-2CMA-2PB      ;LT  230 kV MILAGRES             / COREMAS              C M5 CE/PB       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2004  ;730;730;730;730;;;2.20;11.64;20;110;1;230;30/06/2004;25/09/2009;30/09/2009
BAUCV ;BAUCV-2GVM-1        ;LT  230 kV P.DO CAVALO          / G.MANGABEIRA         C S4 BA          ;LTR;COMPLEMENTAR   ;VOTORANTIM CIMENTOS S.A.                                       ;;;;;;;;0.07;0.39;1;5;;230;;29/09/2004;30/11/2004
CEFTZ ;CEFTZ-2FZD-3        ;LT  230 kV FORTALEZA            / FORTALEZA II         C Z6 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;77;1610;1884;1200;1200;CH;CH;0.00;0.02;0;0;;230;30/06/2004;04/10/2005;04/10/2005
BAGVM ;BAGVM-2SPU-2        ;LT  230 kV G.MANGABEIRA         / SAPEACU              C C2 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;002/2000  ;631;795;631;795;;;0.42;2.11;4;23;;230;20/04/2003;03/06/2003;20/04/2003
BAGVM ;BAGVM-2SPU-1        ;LT  230 kV G.MANGABEIRA         / SAPEACU              C C1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;002/2000  ;631;795;631;675;;LT - Alt. Seg.;0.48;2.29;4;23;;230;20/04/2003;11/06/2003;20/04/2003
BAGVM ;BAGVM-2SPU-3        ;LT  230 kV G.MANGABEIRA         / SAPEACU              C C3 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;002/2000  ;631;795;631;795;;;0.42;2.12;4;23;;230;20/04/2003;22/05/2003;20/04/2003
BASTJ ;BASTJ-2FNL-1        ;LT  230 kV STO.A.JESUS          / FUNIL                C F2 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;2.97;15.21;29;162;;230;30/04/2003;03/06/2003;08/06/2003
BASPU ;BASPU-2STJ-1        ;LT  230 kV SAPEACU              / STO.A.JESUS          C L2 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;800;800;800;800;;;0.59;2.99;6;29;;230;30/04/2003;03/06/2003;05/12/2011
BAPAQ ;BAPAQ-5AGD-1PE      ;LT  500 kV P. AFONSO IV_SE      / ANGELIM II           C L6 BA/PE       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;2524;3180;2500;2500;BB;BB;0.22;2.79;285;222;;500;;31/12/1990;
BAUITP;BAUITP2ENP-1        ;LT  230 kV ITAPEBI SE           / EUNAPOLIS            C N1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;0.71;4.43;8;47;;230;30/11/2002;26/01/2003;30/11/2002
BAUITP;BAUITP2ENP-2        ;LT  230 kV ITAPEBI SE           / EUNAPOLIS            C N2 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;0.71;4.43;8;47;;230;30/11/2002;02/02/2003;30/11/2002
BAFNL ;BAFNL-2UITP1        ;LT  230 kV FUNIL                / ITAPEBI SE           C F6 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;3.58;18.42;35;200;;230;30/11/2002;26/01/2003;30/11/2002
BACTG ;BACTG-2MTT-1        ;LT  230 kV COTEGIPE             / MATATU               C L4 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;874;1241;631;795;Alt.Segurança;Alt.Segurança;0.27;2.24;7;30;;230;;31/12/1990;
CEMLG ;CEMLG-2BNB-3        ;LT  230 kV MILAGRES             / BANABUIU             C M3 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;810;810;810;810;;;3.61;15.47;55;225;;230;;31/12/1990;
CEMLG ;CEMLG-5QXA-1        ;LT  500 kV MILAGRES             / QUIXADA              C V3 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;336;2390;3011;2390;3011;;;0.26;2.97;399;269;;500;31/12/2001;16/09/2003;31/08/2003
CEQXA ;CEQXA-5FZD-1        ;LT  500 kV QUIXADA              / FORTALEZA II         C V5 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;336;2390;3011;2390;3011;;;0.14;1.55;203;138;;500;30/06/2002;16/09/2003;31/08/2003
MAMR  ;MAMR--2PR--1        ;LT  230 kV MIRANDA II           / PERITORO             C 1  MA          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;586;738;586;720;;TC;1.88;9.02;17;95;;230;;10/12/2002;
BAUTA ;BAUTA-2JCR-1        ;LT  230 kV TERMOBAHIA           / JACARACANGA          C M1 BA          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.83;3;13;;230;;25/10/2002;30/07/2002
BAUTA ;BAUTA-2JCR-2        ;LT  230 kV TERMOBAHIA           / JACARACANGA          C M2 BA          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.83;3;13;;230;;25/10/2002;30/07/2002
PEAGL ;PEAGL-2CGD-1PB      ;LT  230 kV ANGELIM              / C.GRANDE II          C C5 PE/PB       ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;003/2001  ;628;1004;628;1004;;;1.77;12.62;46;186;1;230;31/12/2001;25/01/2004;08/12/2003
RNUTAC;RNUTAC2ACD-2        ;LT  230 kV VALE DO ACU          / ACU II               C S2 RN          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.29;2.04;7;30;;230;;18/08/2008;30/09/2008
RNUTAC;RNUTAC2ACD-1        ;LT  230 kV VALE DO ACU          / ACU II               C S1 RN          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.29;2.04;7;30;;230;;18/08/2008;30/09/2008
BABJD ;BABJD-2BJS-2        ;LT  230 kV BOM.JES.LAPA II      / B.JESUS LAPA         C F4 BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;002/2000  ;2000;2000;2000;2000;;;0.04;0.21;1;2;;230;31/12/2002;04/03/2003;20/12/2002
BABJD ;BABJD-2BJS-1        ;LT  230 kV BOM.JES.LAPA II      / B.JESUS LAPA         C F3 BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;002/2000  ;2000;2000;2000;2000;;;0.04;0.21;1;2;;230;31/12/2002;04/03/2003;20/12/2002
PISJI ;PISJI-2ELM-1        ;LT  230 kV S.JOAO PIAUI         / ELISEU MARTINS       C M2 PI          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;640;500;630;500;630;;;3.14;16.73;29;173;;230;;08/01/2006;08/01/2006
CEMLG ;CEMLG-2TAA-1        ;LT  230 kV MILAGRES             / TAUA II              C M4 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2004  ;730;730;730;730;;;3.71;19.34;35;220;1;230;31/12/2005;28/12/2007;12/12/2007
ALUXG ;ALUXG-5AGD-1PE      ;LT  500 kV USINA XINGO          / ANGELIM II           C V1 AL/PE       ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;003/2001  ;1155;1732;1155;1732;;;0.21;2.52;262;197;1;500;31/12/2001;25/01/2004;21/01/2004
PERCD ;PERCD-2PFE-1        ;LT  230 kV RECIFE II            / PAU FERRO            C F6 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;166;1262;1590;1200;1200;CH;CH;0.31;2.21;8;32;;230;31/12/2000;01/09/2004;31/08/2004
PERCD ;PERCD-2PFE-2        ;LT  230 kV RECIFE II            / PAU FERRO            C F7 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;166;1262;1590;1200;1200;CH;CH;0.31;2.21;8;32;;230;31/12/2000;01/09/2004;31/08/2004
CEBNB ;CEBNB-2MSD-1RN      ;LT  230 kV BANABUIU             / MOSSORO II           C C4 CE/RN       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;166;631;795;631;795;;;3.21;16.54;31;177;;230;30/06/2001;07/07/2003;09/06/2003
PITSA ;PITSA-2CH--1MA      ;LT  230 kV TERESINA             / COELHO NETO          C 1  PI/MA       ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;4;586;738;586;600;;Faixa de servidão;2.54;12.22;23;120;;230;30/06/2002;17/09/2006;30/09/2006
CEFZD ;CEFZD-2PCD-1        ;LT  230 kV FORTALEZA II         / PICI II              C Z2 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;166;910;1147;910;1147;;;0.41;1.96;7;25;;230;31/12/2000;05/05/2005;08/05/2005
CEFZD ;CEFZD-2PCD-2        ;LT  230 kV FORTALEZA II         / PICI II              C Z3 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;166;910;1147;910;1147;;;0.41;1.96;7;25;;230;31/12/2000;05/05/2005;08/05/2005
CECPE ;CECPE-2FZD-1        ;LT  230 kV CAUIPE               / FORTALEZA II         C S3 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;233;1196;1507;1196;1507;;;0.53;3.72;15;56;;230;31/08/2003;26/11/2003;30/11/2003
PITSD ;PITSD-5PD--2MA      ;LT  500 kV TERESINA II          / P.DUTRA              C C9 PI/MA       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;335;2452;3090;2452;3090;;;0.14;2.22;328;210;;500;31/08/2002;26/04/2003;30/04/2003
BASPU ;BASPU-2FNL-1        ;LT  230 kV SAPEACU              / FUNIL                C F1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;002/2000  ;631;795;631;631;;LT - Alt. Seg.;3.53;19.03;33;196;;230;31/12/2002;09/06/2003;20/04/2003
BACMD ;BACMD-5SPU-1        ;LT  500 kV CAMACARI II          / SAPEACU              C L7 BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;001/2003  ;1500;1500;1500;1500;;;0.11;1.33;135;106;1;500;30/04/2003;30/10/2005;30/10/2005
BAICA ;BAICA-5SPU-1        ;LT  500 kV IBICOARA             / SAPEACU              C L3 BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;002/2000  ;2300;2300;2300;2300;;;0.20;2.80;393;257;;500;20/04/2003;04/03/2003;20/04/2003
MAAC  ;MAAC--5PD--1        ;LT  500 kV ACAILANDIA           / P.DUTRA              C 1  MA          ;LTR;BASICA         ;EMPRESA AMAZONENSE DE TRANSMISSÃO DE ENERGIA S.A.              ;004/2000  ;2300;2829;2300;2829;;;0.31;4.50;622;415;1;500;31/01/2003;10/03/2003;30/04/2003
